Parent Tag,Parent ID,Child Tag,Child ID
.a,49128,.a,49128
.a,49128,c++,10
.a,49128,c,8
.a,49128,ios,58338
.a,49128,static-libraries,13619
.a,49128,linker,938
.a,49128,xcode,908
.a,49128,gcc,1477
.a,49128,mingw,4086
.a,49128,linux,58
.a,49128,dll,457
.a,49128,.lib,48532
.a,49128,android,1386
.a,49128,.so,115141
.a,49128,macos,369
.a,49128,c#,9
.a,49128,objective-c,7003
.a,49128,qt,1158
.a,49128,cmake,8822
.a,49128,compilation,4545
.a,49128,static,1292
.a,49128,unix-ar,16264
.a,49128,iphone,154
.a,49128,makefile,4301
.a,49128,android-ndk,42420
.a,49128,shared-libraries,8952
.a,49128,swift,104797
.a,49128,windows,64
.a,49128,unix,34
.a,49128,frameworks,1817
.app,43173,.app,43173
.app,43173,macos,369
.app,43173,java,17
.app,43173,ios,58338
.app,43173,xcode,908
.app,43173,python,16
.app,43173,iphone,154
.app,43173,jar,4841
.app,43173,c++,10
.app,43173,ios-simulator,65832
.app,43173,bash,387
.app,43173,bundle,2669
.app,43173,pyinstaller,14766
.app,43173,ipa,66100
.app,43173,swift,104797
.app,43173,file,5310
.app,43173,binary,368
.app,43173,exe,3727
.app,43173,info.plist,13259
.app,43173,py2app,30324
.app,43173,objective-c,7003
.app,43173,eclipse,53
.app,43173,shell,390
.app,43173,swing,1082
.app,43173,tkinter,5323
.app,43173,javafx,3890
.app,43173,deployment,190
.app,43173,zip,881
.app,43173,xcode6,104803
.app,43173,executable,1135
.aspxauth,48252,.aspxauth,48252
.aspxauth,48252,asp.net,96
.aspxauth,48252,cookies,292
.aspxauth,48252,c#,9
.aspxauth,48252,forms-authentication,3092
.aspxauth,48252,authentication,183
.aspxauth,48252,.net,1
.aspxauth,48252,asp.net-mvc,470
.aspxauth,48252,session,688
.aspxauth,48252,javascript,3
.aspxauth,48252,visual-studio-2010,14456
.aspxauth,48252,asp.net-mvc-4,71051
.aspxauth,48252,web-config,4528
.aspxauth,48252,python,16
.aspxauth,48252,php,5
.aspxauth,48252,vb.net,41
.aspxauth,48252,google-chrome,3600
.aspxauth,48252,wcf,752
.aspxauth,48252,iis,215
.aspxauth,48252,encryption,219
.aspxauth,48252,model-view-controller,444
.aspxauth,48252,azure-active-directory,93887
.aspxauth,48252,session-cookies,33541
.aspxauth,48252,simplemembership,83673
.aspxauth,48252,java,17
.aspxauth,48252,android,1386
.aspxauth,48252,html,2
.aspxauth,48252,css,4
.aspxauth,48252,ios,58338
.aspxauth,48252,mysql,21
.class-file,43907,.class-file,43907
.class-file,43907,java,17
.class-file,43907,jvm,2149
.class-file,43907,bytecode,3731
.class-file,43907,eclipse,53
.class-file,43907,jar,4841
.class-file,43907,compilation,4545
.class-file,43907,javac,7427
.class-file,43907,decompiling,3002
.class-file,43907,android,1386
.class-file,43907,maven,41127
.class-file,43907,build,5647
.class-file,43907,classloader,13465
.class-file,43907,decompiler,32555
.class-file,43907,javap,35476
.class-file,43907,class,5187
.class-file,43907,cmd,2631
.class-file,43907,compiler-construction,125
.class-file,43907,netbeans,2176
.class-file,43907,c++,10
.class-file,43907,scala,3143
.class-file,43907,gradle,32307
.class-file,43907,visual-studio-code,111608
.class-file,43907,intellij-idea,8945
.class-file,43907,import,432
.class-file,43907,eclipse-plugin,3885
.class-file,43907,java-bytecode-asm,61568
.class-file,43907,jvm-bytecode,117302
.class-file,43907,asp.net,96
.class-file,43907,string,139
.cod-file,0,blackberry,3952
.cod-file,0,eclipse,53
.cod-file,0,deployment,190
.cod-file,0,java-me,27299
.cod-file,0,code-signing,5953
.cod-file,0,blackberry-jde,42721
.cod-file,0,ota,34295
.cod-file,0,jad,8370
.cod-file,0,javaloader,69999
.csproj.in,0,c#,9
.csproj.in,0,xml,19
.csproj.in,0,.net-core,108163
.csproj.in,0,msbuild,265
.csproj.in,0,opc-ua,114477
.csproj.in,0,project-template,25754
.csproj.in,0,node-set,24605
.ctf,0,r,4452
.ctf,0,excel,522
.ctf,0,csv,73
.ctf,0,metatrader4,48182
.ctf,0,ftrace,11879
.d.ts,128887,.d.ts,128887
.d.ts,128887,typescript,84518
.d.ts,128887,javascript,3
.d.ts,128887,typescript-typings,119903
.d.ts,128887,visual-studio-code,111608
.d.ts,128887,node.js,46426
.d.ts,128887,types,1926
.d.ts,128887,reactjs,92497
.d.ts,128887,npm,61387
.d.ts,128887,tsc,85088
.d.ts,128887,namespaces,3664
.d.ts,128887,intellisense,781
.d.ts,128887,tsconfig,101560
.d.ts,128887,module,3849
.d.ts,128887,definitelytyped,91235
.d.ts,128887,angular,125866
.d.ts,128887,vue.js,104257
.d.ts,128887,declaration,5443
.d.ts,128887,jsdoc,53762
.d.ts,128887,rollup,3879
.d.ts,128887,class,5187
.d.ts,128887,webpack,102241
.d.ts,128887,node-modules,78230
.d.ts,128887,mixins,14815
.d.ts,128887,type-declaration,63756
.d.ts,128887,typescript-declarations,128194
.d.ts,128887,typescript-definitions,127169
.d.ts,128887,declaration-files,128888
.d.ts,128887,function,5569
.d.ts,128887,express,62301
.data,0,python,16
.data,0,r,4452
.data,0,arrays,114
.data,0,numpy,4190
.data,0,tidyverse,122009
.data,0,rlang,126605
.data,0,data-files,8445
.doc,33232,.doc,33232
.doc,33232,ms-word,4948
.doc,33232,c#,9
.doc,33232,java,17
.doc,33232,php,5
.doc,33232,apache-poi,34297
.doc,33232,python,16
.doc,33232,android,1386
.doc,33232,pdf,90
.doc,33232,html,2
.doc,33232,asp.net,96
.doc,33232,text,1469
.doc,33232,docx,8159
.doc,33232,.net,1
.doc,33232,javascript,3
.doc,33232,c++,10
.doc,33232,xml,19
.doc,33232,file,5310
.doc,33232,ios,58338
.doc,33232,sql-server,72
.doc,33232,hwpf,26207
.doc,33232,r,4452
.doc,33232,python-3.x,60010
.doc,33232,bash,387
.doc,33232,vb.net,41
.doc,33232,parsing,1357
.doc,33232,search,816
.doc,33232,ms-office,11441
.doc,33232,openxml,11468
.doc,33232,converters,16615
.emf,68890,.emf,68890
.emf,68890,c#,9
.emf,68890,metafile,13948
.emf,68890,winapi,889
.emf,68890,wmf,5034
.emf,68890,.net,1
.emf,68890,svg,1326
.emf,68890,gdi+,1838
.emf,68890,c++,10
.emf,68890,printing,87
.emf,68890,vba,1449
.emf,68890,wpf,378
.emf,68890,image,4985
.emf,68890,vector-graphics,9301
.emf,68890,python,16
.emf,68890,r,4452
.emf,68890,windows,64
.emf,68890,winforms,36252
.emf,68890,delphi,118
.emf,68890,graphics,506
.emf,68890,gdi,4002
.emf,68890,java,17
.emf,68890,excel,522
.emf,68890,qt,1158
.emf,68890,ggplot2,36606
.emf,68890,ms-word,4948
.emf,68890,export,4167
.emf,68890,powerpoint,1132
.emf,68890,spss,11525
.emf,68890,eclipse-emf,68887
.env,0,node.js,46426
.env,0,reactjs,92497
.env,0,javascript,3
.env,0,python,16
.env,0,php,5
.env,0,laravel,75151
.env,0,typescript,84518
.env,0,docker-compose,110604
.env,0,environment-variables,9013
.env,0,mysql,21
.env,0,docker,90304
.env,0,express,62301
.env,0,.htaccess,607
.env,0,deployment,190
.env,0,nuxt.js,125271
.env,0,config,3574
.env,0,python-3.x,60010
.env,0,linux,58
.env,0,mongodb,30073
.env,0,windows,64
.env,0,firebase,79466
.env,0,azure,14158
.env,0,react-native,110853
.env,0,visual-studio,33953
.env,0,api,201
.env,0,vue.js,104257
.env,0,asp.net-core,117274
.git-folder,122437,.git-folder,122437
.git-folder,122437,git,119
.git-folder,122437,github,5962
.git-folder,122437,windows,64
.git-folder,122437,macos,369
.git-folder,122437,javascript,3
.git-folder,122437,python,16
.git-folder,122437,c++,10
.git-folder,122437,r,4452
.git-folder,122437,powershell,526
.git-folder,122437,gradle,32307
.git-folder,122437,npm,61387
.git-folder,122437,plot,997
.git-folder,122437,ssh,386
.git-folder,122437,svn,63
.git-folder,122437,cmake,8822
.git-folder,122437,azure-devops,116537
.git-folder,122437,command-line,1231
.git-folder,122437,build.gradle,93557
.git-folder,122437,jenkins-plugins,76768
.git-folder,122437,backup,493
.git-folder,122437,npm-install,115613
.git-folder,122437,git-bash,61874
.git-folder,122437,git-submodules,41612
.git-folder,122437,gitignore,25056
.git-folder,122437,clion,106906
.git-folder,122437,putty,1768
.git-folder,122437,atlassian-sourcetree,90056
.git-folder,122437,shapefile,13831
.git-info-grafts,105158,.git-info-grafts,105158
.git-info-grafts,105158,git,119
.git-info-grafts,105158,github,5962
.git-info-grafts,105158,bash,387
.git-info-grafts,105158,svn,63
.git-info-grafts,105158,merge,717
.git-info-grafts,105158,split,2193
.git-info-grafts,105158,version-control,456
.git-info-grafts,105158,migration,97
.git-info-grafts,105158,mercurial,802
.git-info-grafts,105158,commit,5597
.git-info-grafts,105158,git-branch,76220
.git-info-grafts,105158,git-rebase,29934
.git-info-grafts,105158,git-filter-branch,46509
.git-info-grafts,105158,git-history-graph,106104
.hgtags,66286,.hgtags,66286
.hgtags,66286,mercurial,802
.hgtags,66286,merge,717
.hgtags,66286,c++,10
.hgtags,66286,file,5310
.hgtags,66286,binary,368
.hgtags,66286,dvcs,3346
.hgtags,66286,merge-conflict-resolution,62599
.hgtags,66286,commit,5597
.hgtags,66286,pseudocode,7723
.hgtags,66286,changeset,20848
.hgtags,66286,elevation,5940
.hgtags,66286,beyondcompare,15129
.hgtags,66286,topography,23148
.htaccess,607,.htaccess,607
.htaccess,607,apache,80
.htaccess,607,mod-rewrite,608
.htaccess,607,php,5
.htaccess,607,redirect,1190
.htaccess,607,url-rewriting,7407
.htaccess,607,wordpress,382
.htaccess,607,regex,18
.htaccess,607,url,365
.htaccess,607,codeigniter,3988
.htaccess,607,html,2
.htaccess,607,https,642
.htaccess,607,subdomain,324
.htaccess,607,laravel,75151
.htaccess,607,ssl,641
.htaccess,607,javascript,3
.htaccess,607,http-status-code-301,56246
.htaccess,607,apache2,5876
.htaccess,607,seo,773
.htaccess,607,nginx,6605
.htaccess,607,http-status-code-404,56240
.htaccess,607,http,5210
.htaccess,607,dns,325
.htaccess,607,web,72257
.htaccess,607,friendly-url,3441
.htaccess,607,magento,14642
.htaccess,607,css,4
.htaccess,607,joomla,847
.htaccess,607,cakephp,3437
.htaccess,607,mysql,21
.htpasswd,62278,.htpasswd,62278
.htpasswd,62278,.htaccess,607
.htpasswd,62278,apache,80
.htpasswd,62278,php,5
.htpasswd,62278,authentication,183
.htpasswd,62278,nginx,6605
.htpasswd,62278,wordpress,382
.htpasswd,62278,password-protection,15034
.htpasswd,62278,basic-authentication,16376
.htpasswd,62278,mod-rewrite,608
.htpasswd,62278,html,2
.htpasswd,62278,security,136
.htpasswd,62278,apache2,5876
.htpasswd,62278,javascript,3
.htpasswd,62278,passwords,220
.htpasswd,62278,python,16
.htpasswd,62278,linux,58
.htpasswd,62278,codeigniter,3988
.htpasswd,62278,google-chrome,3600
.htpasswd,62278,hash,581
.htpasswd,62278,directory,218
.htpasswd,62278,laravel,75151
.htpasswd,62278,bash,387
.htpasswd,62278,docker,90304
.htpasswd,62278,cakephp,3437
.htpasswd,62278,wamp,3508
.htpasswd,62278,node.js,46426
.htpasswd,62278,regex,18
.htpasswd,62278,git,119
.htpasswd,62278,http,5210
.ico,51777,.ico,51777
.ico,51777,icons,1004
.ico,51777,python,16
.ico,51777,tkinter,5323
.ico,51777,html,2
.ico,51777,favicon,373
.ico,51777,c#,9
.ico,51777,php,5
.ico,51777,image,4985
.ico,51777,winforms,36252
.ico,51777,internet-explorer,1189
.ico,51777,png,1383
.ico,51777,desktop,896
.ico,51777,java,17
.ico,51777,css,4
.ico,51777,excel,522
.ico,51777,vba,1449
.ico,51777,laravel,75151
.ico,51777,windows,64
.ico,51777,visual-studio,33953
.ico,51777,powershell,526
.ico,51777,python-2.7,59047
.ico,51777,performance,598
.ico,51777,xaml,1117
.ico,51777,caching,1763
.ico,51777,visual-c++,34469
.ico,51777,browser,27
.ico,51777,visual-studio-2015,108143
.ico,51777,vbscript,494
.ico,51777,path,6268
.lib,48532,.lib,48532
.lib,48532,c++,10
.lib,48532,dll,457
.lib,48532,static-libraries,13619
.lib,48532,linker,938
.lib,48532,c,8
.lib,48532,windows,64
.lib,48532,visual-studio,33953
.lib,48532,.a,49128
.lib,48532,c#,9
.lib,48532,visual-c++,34469
.lib,48532,visual-studio-2010,14456
.lib,48532,python,16
.lib,48532,cmake,8822
.lib,48532,header,5062
.lib,48532,qt,1158
.lib,48532,visual-studio-2015,108143
.lib,48532,visual-studio-2008,32472
.lib,48532,g++,4747
.lib,48532,mingw,4086
.lib,48532,codeblocks,8921
.lib,48532,.net,1
.lib,48532,linux,58
.lib,48532,sqlite,121
.lib,48532,opencv,1720
.lib,48532,opengl,129
.lib,48532,visual-studio-2012,80825
.lib,48532,compiler-errors,4087
.lib,48532,static,1292
.lib,48532,java,17
.loc,0,pandas,67719
.loc,0,python,16
.loc,0,dataframe,46457
.loc,0,indexing,317
.loc,0,python-3.x,60010
.loc,0,filter,10052
.loc,0,datetime,1263
.loc,0,group-by,3829
.loc,0,loops,2314
.loc,0,apply,17361
.loc,0,numpy,4190
.loc,0,dictionary,1834
.loc,0,replace,2498
.loc,0,concatenation,6050
.loc,0,string,139
.loc,0,list,5608
.loc,0,max,8328
.loc,0,multi-index,42162
.loc,0,fillna,124276
.loc,0,for-loop,2531
.loc,0,conditional-statements,39271
.loc,0,row,4331
.loc,0,slice,20851
.loc,0,multiple-columns,24051
.loc,0,valueerror,125158
.loc,0,keyerror,89116
.loc,0,csv,73
.loc,0,filtering,2606
.lrc,82244,.lrc,82244
.lrc,82244,javascript,3
.lrc,82244,php,5
.lrc,82244,android,1386
.lrc,82244,python-3.x,60010
.lrc,82244,codeigniter,3988
.lrc,82244,parsing,1357
.lrc,82244,audio,348
.lrc,82244,tags,115
.lrc,82244,mp3,1033
.lrc,82244,mp4,1034
.lrc,82244,audio-streaming,22283
.lrc,82244,audio-player,35309
.lrc,82244,podcast,398
.lrc,82244,vitamio,96906
.lrc,82244,webvtt,92953
.mobi,39372,.mobi,39372
.mobi,39372,iphone,154
.mobi,39372,mobile-safari,11443
.mobi,39372,mobile-website,27544
.mov,45397,.mov,45397
.mov,45397,ffmpeg,3847
.mov,45397,video,519
.mov,45397,quicktime,3169
.mov,45397,html,2
.mov,45397,javascript,3
.mov,45397,php,5
.mov,45397,ios,58338
.mov,45397,iphone,154
.mov,45397,safari,330
.mov,45397,ffprobe,81602
.mov,45397,android,1386
.mov,45397,jwplayer,19257
.mov,45397,codec,12894
.mov,45397,java,17
.mov,45397,jquery,820
.mov,45397,webpack,102241
.mov,45397,flash,299
.mov,45397,video-streaming,22279
.mov,45397,embed,83
.mov,45397,mpmovieplayercontroller,20098
.mov,45397,mov,37356
.mov,45397,python,16
.mov,45397,c#,9
.mov,45397,css,4
.mov,45397,asp.net,96
.mov,45397,xcode,908
.mov,45397,vue.js,104257
.mov,45397,date,5002
.mov,45397,unity3d,28511
.net,1,.net,1
.net,1,c#,9
.net,1,asp.net,96
.net,1,winforms,36252
.net,1,vb.net,41
.net,1,wpf,378
.net,1,visual-studio,33953
.net,1,linq,28
.net,1,asp.net-mvc,470
.net,1,entity-framework,2535
.net,1,wcf,752
.net,1,.net-core,108163
.net,1,sql-server,72
.net,1,multithreading,1381
.net,1,windows,64
.net,1,asp.net-core,117274
.net,1,xml,19
.net,1,sql,22
.net,1,regex,18
.net,1,web-services,2579
.net,1,xaml,1117
.net,1,javascript,3
.net,1,visual-studio-2010,14456
.net,1,azure,14158
.net,1,c#-4.0,64139
.net,1,json,1508
.net,1,iis,215
.net,1,reflection,247
.net,1,exception,5142
.net,1,generics,148
.net-1.0,22422,.net-1.0,22422
.net-1.0,22422,c#,9
.net-1.0,22422,.net,1
.net-1.0,22422,vb.net,41
.net-1.0,22422,compact-framework,2993
.net-1.0,22422,asp.net,96
.net-1.0,22422,sql-server-ce,32592
.net-1.0,22422,windows-ce,25928
.net-1.0,22422,.net-3.5,30279
.net-1.0,22422,sql,22
.net-1.0,22422,sql-server,72
.net-1.0,22422,visual-studio,33953
.net-1.0,22422,visual-studio-2008,32472
.net-1.0,22422,xml,19
.net-1.0,22422,multithreading,1381
.net-1.0,22422,rest,364
.net-1.0,22422,authentication,183
.net-1.0,22422,wcf,752
.net-1.0,22422,exception,5142
.net-1.0,22422,error-handling,379
.net-1.0,22422,crystal-reports,31481
.net-1.0,22422,.net-4.0,9650
.net-1.0,22422,concatenation,6050
.net-1.0,22422,refactoring,1086
.net-1.0,22422,registry,263
.net-1.0,22422,hashtable,5189
.net-1.0,22422,xml-serialization,9273
.net-1.0,22422,upgrade,5137
.net-1.0,22422,filestream,11546
.net-1.0,22422,nullreferenceexception,28085
.net-1.1,284,.net-1.1,284
.net-1.1,284,c#,9
.net-1.1,284,.net,1
.net-1.1,284,asp.net,96
.net-1.1,284,vb.net,41
.net-1.1,284,winforms,36252
.net-1.1,284,visual-studio-2003,4193
.net-1.1,284,.net-2.0,34239
.net-1.1,284,asp.net-1.1,3241
.net-1.1,284,compact-framework,2993
.net-1.1,284,visual-studio,33953
.net-1.1,284,.net-3.5,30279
.net-1.1,284,web-services,2579
.net-1.1,284,datagrid,1307
.net-1.1,284,.net-4.0,9650
.net-1.1,284,iis,215
.net-1.1,284,javascript,3
.net-1.1,284,jquery,820
.net-1.1,284,xml,19
.net-1.1,284,migration,97
.net-1.1,284,sql-server-ce,32592
.net-1.1,284,asmx,9345
.net-1.1,284,sql,22
.net-1.1,284,windows-ce,25928
.net-1.1,284,wcf,752
.net-1.1,284,visual-studio-2008,32472
.net-1.1,284,listbox,3946
.net-1.1,284,frameworks,1817
.net-1.1,284,windows-7,34595
.net-1.1,284,dataset,11094
.net-2.0,34239,.net-2.0,34239
.net-2.0,34239,c#,9
.net-2.0,34239,.net,1
.net-2.0,34239,asp.net,96
.net-2.0,34239,winforms,36252
.net-2.0,34239,vb.net,41
.net-2.0,34239,.net-3.5,30279
.net-2.0,34239,.net-4.0,9650
.net-2.0,34239,xml,19
.net-2.0,34239,visual-studio-2005,4328
.net-2.0,34239,web-services,2579
.net-2.0,34239,visual-studio-2008,32472
.net-2.0,34239,c#-2.0,64138
.net-2.0,34239,generics,148
.net-2.0,34239,multithreading,1381
.net-2.0,34239,visual-studio-2010,14456
.net-2.0,34239,windows,64
.net-2.0,34239,visual-studio,33953
.net-2.0,34239,string,139
.net-2.0,34239,compact-framework,2993
.net-2.0,34239,datagridview,4103
.net-2.0,34239,arrays,114
.net-2.0,34239,wcf,752
.net-2.0,34239,regex,18
.net-2.0,34239,list,5608
.net-2.0,34239,reflection,247
.net-2.0,34239,gridview,1655
.net-2.0,34239,ado.net,729
.net-2.0,34239,sql-server,72
.net-2.0,34239,datatable,491
.net-3.0,4667,.net-3.0,4667
.net-3.0,4667,c#,9
.net-3.0,4667,.net,1
.net-3.0,4667,.net-3.5,30279
.net-3.0,4667,wcf,752
.net-3.0,4667,asp.net,96
.net-3.0,4667,.net-2.0,34239
.net-3.0,4667,wpf,378
.net-3.0,4667,vb.net,41
.net-3.0,4667,.net-core,108163
.net-3.0,4667,xml,19
.net-3.0,4667,winforms,36252
.net-3.0,4667,linq,28
.net-3.0,4667,asp.net-core,117274
.net-3.0,4667,visual-studio-2008,32472
.net-3.0,4667,c#-3.0,64136
.net-3.0,4667,javascript,3
.net-3.0,4667,json,1508
.net-3.0,4667,multithreading,1381
.net-3.0,4667,visual-studio,33953
.net-3.0,4667,performance,598
.net-3.0,4667,web-services,2579
.net-3.0,4667,generics,148
.net-3.0,4667,file-io,724
.net-3.0,4667,ssis,2175
.net-3.0,4667,msbuild,265
.net-3.0,4667,.net-4.0,9650
.net-3.0,4667,httpclient,8859
.net-3.0,4667,interop,1592
.net-3.0,4667,httpwebrequest,10701
.net-3.5,30279,.net-3.5,30279
.net-3.5,30279,c#,9
.net-3.5,30279,.net,1
.net-3.5,30279,asp.net,96
.net-3.5,30279,winforms,36252
.net-3.5,30279,wpf,378
.net-3.5,30279,vb.net,41
.net-3.5,30279,linq,28
.net-3.5,30279,visual-studio-2008,32472
.net-3.5,30279,.net-4.0,9650
.net-3.5,30279,wcf,752
.net-3.5,30279,entity-framework,2535
.net-3.5,30279,multithreading,1381
.net-3.5,30279,c#-3.0,64136
.net-3.5,30279,.net-2.0,34239
.net-3.5,30279,visual-studio-2010,14456
.net-3.5,30279,linq-to-sql,33126
.net-3.5,30279,web-services,2579
.net-3.5,30279,xml,19
.net-3.5,30279,asp.net-mvc,470
.net-3.5,30279,xaml,1117
.net-3.5,30279,generics,148
.net-3.5,30279,compact-framework,2993
.net-3.5,30279,visual-studio,33953
.net-3.5,30279,sql-server,72
.net-3.5,30279,windows,64
.net-3.5,30279,reflection,247
.net-3.5,30279,lambda,859
.net-3.5,30279,json,1508
.net-3.5,30279,sql,22
.net-4.0,9650,.net-4.0,9650
.net-4.0,9650,c#,9
.net-4.0,9650,.net,1
.net-4.0,9650,asp.net,96
.net-4.0,9650,wpf,378
.net-4.0,9650,visual-studio-2010,14456
.net-4.0,9650,wcf,752
.net-4.0,9650,winforms,36252
.net-4.0,9650,vb.net,41
.net-4.0,9650,c#-4.0,64139
.net-4.0,9650,multithreading,1381
.net-4.0,9650,.net-3.5,30279
.net-4.0,9650,linq,28
.net-4.0,9650,task-parallel-library,40852
.net-4.0,9650,entity-framework,2535
.net-4.0,9650,.net-4.5,73011
.net-4.0,9650,asp.net-mvc,470
.net-4.0,9650,xaml,1117
.net-4.0,9650,asp.net-mvc-3,67617
.net-4.0,9650,visual-studio,33953
.net-4.0,9650,.net-2.0,34239
.net-4.0,9650,generics,148
.net-4.0,9650,entity-framework-4,43129
.net-4.0,9650,asynchronous,2443
.net-4.0,9650,web-services,2579
.net-4.0,9650,iis,215
.net-4.0,9650,asp.net-4.0,32279
.net-4.0,9650,dynamic,6828
.net-4.0,9650,reflection,247
.net-4.0,9650,parallel-processing,353
.net-4.0-beta-2,42572,.net-4.0-beta-2,42572
.net-4.0-beta-2,42572,.net-4.0,9650
.net-4.0-beta-2,42572,.net,1
.net-4.0-beta-2,42572,visual-studio-2010,14456
.net-4.0-beta-2,42572,asp.net,96
.net-4.0-beta-2,42572,entity-framework,2535
.net-4.0-beta-2,42572,workflow-foundation-4,38403
.net-4.0-beta-2,42572,c#,9
.net-4.0-beta-2,42572,wpf,378
.net-4.0-beta-2,42572,rest,364
.net-4.0-beta-2,42572,wcf,752
.net-4.0-beta-2,42572,generics,148
.net-4.0-beta-2,42572,exception,5142
.net-4.0-beta-2,42572,c#-4.0,64139
.net-4.0-beta-2,42572,triggers,1694
.net-4.0-beta-2,42572,visual-studio-2008,32472
.net-4.0-beta-2,42572,com,162
.net-4.0-beta-2,42572,sql-server-2008-r2,34305
.net-4.0-beta-2,42572,iis-7,1301
.net-4.0-beta-2,42572,asp.net-mvc-2,67618
.net-4.0-beta-2,42572,interop,1592
.net-4.0-beta-2,42572,ajaxcontroltoolkit,11539
.net-4.0-beta-2,42572,mef,3720
.net-4.0-beta-2,42572,uninstallation,14038
.net-4.0-beta-2,42572,wcf-data-services,43881
.net-4.0-beta-2,42572,workflow-foundation,14998
.net-4.0-beta-2,42572,expression-blend,34781
.net-4.0-beta-2,42572,plinq,22603
.net-4.0-beta-2,42572,parallel-extensions,15564
.net-4.0-beta-2,42572,astoria,5408
.net-4.5,73011,.net-4.5,73011
.net-4.5,73011,c#,9
.net-4.5,73011,.net,1
.net-4.5,73011,wpf,378
.net-4.5,73011,asp.net,96
.net-4.5,73011,async-await,62752
.net-4.5,73011,.net-4.0,9650
.net-4.5,73011,visual-studio-2012,80825
.net-4.5,73011,wcf,752
.net-4.5,73011,winforms,36252
.net-4.5,73011,asp.net-mvc-4,71051
.net-4.5,73011,asynchronous,2443
.net-4.5,73011,asp.net-mvc,470
.net-4.5,73011,task-parallel-library,40852
.net-4.5,73011,vb.net,41
.net-4.5,73011,visual-studio-2013,93364
.net-4.5,73011,multithreading,1381
.net-4.5,73011,entity-framework,2535
.net-4.5,73011,asp.net-web-api,77497
.net-4.5,73011,windows-8,69665
.net-4.5,73011,xaml,1117
.net-4.5,73011,entity-framework-5,78160
.net-4.5,73011,c#-5.0,64137
.net-4.5,73011,linq,28
.net-4.5,73011,visual-studio,33953
.net-4.5,73011,windows-runtime,72972
.net-4.5,73011,c#-4.0,64139
.net-4.5,73011,microsoft-metro,69458
.net-4.5,73011,visual-studio-2015,108143
.net-4.5,73011,visual-studio-2010,14456
.net-4.5.2,103947,.net-4.5,73011
.net-4.5.2,103947,c#,9
.net-4.5.2,103947,.net,1
.net-4.5.2,103947,wpf,378
.net-4.5.2,103947,asp.net,96
.net-4.5.2,103947,async-await,62752
.net-4.5.2,103947,.net-4.0,9650
.net-4.5.2,103947,visual-studio-2012,80825
.net-4.5.2,103947,wcf,752
.net-4.5.2,103947,winforms,36252
.net-4.5.2,103947,asp.net-mvc-4,71051
.net-4.5.2,103947,asynchronous,2443
.net-4.5.2,103947,asp.net-mvc,470
.net-4.5.2,103947,task-parallel-library,40852
.net-4.5.2,103947,vb.net,41
.net-4.5.2,103947,visual-studio-2013,93364
.net-4.5.2,103947,multithreading,1381
.net-4.5.2,103947,entity-framework,2535
.net-4.5.2,103947,asp.net-web-api,77497
.net-4.5.2,103947,windows-8,69665
.net-4.5.2,103947,xaml,1117
.net-4.5.2,103947,entity-framework-5,78160
.net-4.5.2,103947,c#-5.0,64137
.net-4.5.2,103947,visual-studio,33953
.net-4.5.2,103947,linq,28
.net-4.5.2,103947,windows-runtime,72972
.net-4.5.2,103947,c#-4.0,64139
.net-4.5.2,103947,microsoft-metro,69458
.net-4.5.2,103947,visual-studio-2015,108143
.net-4.5.2,103947,visual-studio-2010,14456
.net-4.6,108209,.net-4.6,108209
.net-4.6,108209,c#,9
.net-4.6,108209,.net,1
.net-4.6,108209,visual-studio-2015,108143
.net-4.6,108209,asp.net,96
.net-4.6,108209,asp.net-mvc,470
.net-4.6,108209,wpf,378
.net-4.6,108209,asp.net-core,117274
.net-4.6,108209,.net-4.5,73011
.net-4.6,108209,.net-core,108163
.net-4.6,108209,vb.net,41
.net-4.6,108209,async-await,62752
.net-4.6,108209,visual-studio,33953
.net-4.6,108209,winforms,36252
.net-4.6,108209,c#-6.0,102780
.net-4.6,108209,entity-framework-6,85897
.net-4.6,108209,azure,14158
.net-4.6,108209,nuget,62770
.net-4.6,108209,asp.net-mvc-5,93378
.net-4.6,108209,asynchronous,2443
.net-4.6,108209,iis,215
.net-4.6,108209,xml,19
.net-4.6,108209,wcf,752
.net-4.6,108209,windows-10,107329
.net-4.6,108209,.net-4.0,9650
.net-4.6,108209,roslyn,74656
.net-4.6,108209,.net-framework-version,14786
.net-4.6,108209,multithreading,1381
.net-4.6,108209,linq,28
.net-4.6,108209,unity3d,28511
.net-4.6.1,116106,.net-4.6.1,116106
.net-4.6.1,116106,c#,9
.net-4.6.1,116106,.net,1
.net-4.6.1,116106,asp.net,96
.net-4.6.1,116106,wpf,378
.net-4.6.1,116106,asp.net-web-api,77497
.net-4.6.1,116106,visual-studio-2015,108143
.net-4.6.1,116106,.net-core,108163
.net-4.6.1,116106,asp.net-mvc,470
.net-4.6.1,116106,winforms,36252
.net-4.6.1,116106,asp.net-core,117274
.net-4.6.1,116106,visual-studio-2017,123095
.net-4.6.1,116106,nuget,62770
.net-4.6.1,116106,.net-standard-2.0,127983
.net-4.6.1,116106,wcf,752
.net-4.6.1,116106,nuget-package,62984
.net-4.6.1,116106,.net-standard,123889
.net-4.6.1,116106,vb.net,41
.net-4.6.1,116106,async-await,62752
.net-4.6.1,116106,.net-4.5,73011
.net-4.6.1,116106,azure,14158
.net-4.6.1,116106,visual-studio,33953
.net-4.6.1,116106,exception,5142
